id,dayofweek,fromid,toid,distance,rank
2226,2,88,93,2,3
2227,2,88,89,4,4
2228,2,88,73,10,5
2229,2,88,74,10,6
2230,2,88,76,10,7
2231,2,88,101,20,8
2232,2,88,81,22,9
2233,2,88,83,28,10
2234,2,88,107,36,11
2235,2,88,102,52,12
2236,2,88,96,53,13
2237,2,88,98,53,14
2238,2,88,97,57,15
2239,2,88,116,74,16
2240,2,88,123,80,17
2241,2,88,121,81,18
2242,2,88,113,83,19
2243,2,88,51,94,20
2244,2,88,50,96,21
2245,2,88,49,97,22
2246,2,88,37,99,23
2247,2,88,30,100,24
2248,2,88,29,101,25
2249,2,88,36,101,26
2250,2,88,38,101,27
2251,2,88,9,102,28
2252,2,88,26,102,29
2253,2,88,43,102,30
2254,2,88,28,103,31
2255,2,88,13,108,32
2256,2,88,22,111,33
2257,2,88,20,112,34
2258,2,88,15,118,35
2259,2,88,24,124,36
2260,2,88,66,160,37
2261,2,88,64,166,38
2262,2,88,68,211,39
2263,2,88,71,270,40
2264,2,89,89,0,0
2265,2,89,91,3,1
2266,2,89,92,3,2
2267,2,89,88,4,3
2268,2,89,93,4,4
2269,2,89,73,9,5
2270,2,89,74,12,6
2271,2,89,76,12,7
2272,2,89,101,22,8
2273,2,89,81,24,9
2274,2,89,107,34,10
2275,2,89,83,38,11
2276,2,89,102,50,12
2277,2,89,96,54,13
2278,2,89,98,54,14
2279,2,89,97,59,15
2280,2,89,116,75,16
2281,2,89,123,81,17
2282,2,89,121,83,18
2283,2,89,113,84,19
2284,2,89,51,96,20
2285,2,89,50,98,21
2286,2,89,49,99,22
2287,2,89,37,101,23
2288,2,89,30,102,24
2289,2,89,36,102,25
2290,2,89,29,103,26
2291,2,89,38,103,27
2292,2,89,9,104,28
2293,2,89,26,104,29
2294,2,89,43,104,30
2295,2,89,28,105,31
2296,2,89,13,109,32
2297,2,89,22,113,33
2298,2,89,20,114,34
2299,2,89,15,120,35
2300,2,89,24,126,36
2301,2,89,66,161,37
2302,2,89,64,168,38
2303,2,89,68,213,39
2304,2,89,71,271,40
2305,2,91,91,0,0
2306,2,91,92,0,0
2307,2,91,88,1,1
2308,2,91,93,1,2
2309,2,91,89,3,3
2310,2,91,74,9,4
2311,2,91,76,9,5
2312,2,91,73,10,6
2313,2,91,101,19,7
2314,2,91,81,21,8
2315,2,91,107,35,9
2316,2,91,83,36,10
2317,2,91,102,49,11
2318,2,91,96,52,12
2319,2,91,98,52,13
2320,2,91,97,56,14
2321,2,91,116,73,15
2322,2,91,123,79,16
2323,2,91,121,80,17
2324,2,91,113,82,18
2325,2,91,51,93,19
2326,2,91,50,95,20
2327,2,91,49,96,21
2328,2,91,37,98,22
2329,2,91,30,100,23
2330,2,91,36,100,24
2331,2,91,38,100,25
2332,2,91,9,101,26
2333,2,91,29,101,27
2334,2,91,43,101,28
2335,2,91,26,102,29
2336,2,91,28,102,30
2337,2,91,13,107,31
2338,2,91,22,110,32
2339,2,91,20,112,33
2340,2,91,15,117,34
2341,2,91,24,124,35
2342,2,91,66,159,36
2343,2,91,64,165,37
2344,2,91,68,210,38
2345,2,91,71,269,39
2346,2,92,91,0,0
2347,2,92,92,0,0
2348,2,92,88,1,1
2349,2,92,93,1,2
2350,2,92,89,3,3
2351,2,92,73,10,4
2352,2,92,74,10,5
2353,2,92,76,10,6
2354,2,92,101,19,7
2355,2,92,81,22,8
2356,2,92,107,35,9
2357,2,92,83,36,10
2358,2,92,96,52,11
2359,2,92,98,52,12
2360,2,92,102,52,13
2361,2,92,97,56,14
2362,2,92,116,73,15
2363,2,92,123,79,16
2364,2,92,121,80,17
2365,2,92,113,82,18
2366,2,92,51,94,19
2367,2,92,50,96,20
2368,2,92,49,97,21
2369,2,92,37,99,22
2370,2,92,30,100,23
2371,2,92,36,100,24
2372,2,92,29,101,25
2373,2,92,38,101,26
2374,2,92,9,102,27
2375,2,92,26,102,28
2376,2,92,43,102,29
2377,2,92,28,103,30
2378,2,92,13,107,31
2379,2,92,22,111,32
2380,2,92,20,112,33
2381,2,92,15,118,34
2382,2,92,24,124,35
2383,2,92,66,159,36
2384,2,92,64,166,37
2385,2,92,68,211,38
2386,2,92,71,269,39
2387,2,93,93,0,0
2388,2,93,91,1,1
2389,2,93,92,1,2
2390,2,93,88,2,3
2391,2,93,89,4,4
2392,2,93,74,8,5
2393,2,93,76,8,6
2394,2,93,73,11,7
2395,2,93,101,18,8
2396,2,93,81,21,9
2397,2,93,83,36,10
2398,2,93,107,37,11
2399,2,93,102,48,12
2400,2,93,96,51,13
2401,2,93,98,51,14
2402,2,93,97,55,15
2403,2,93,116,72,16
2404,2,93,123,77,17
2405,2,93,121,79,18
2406,2,93,113,80,19
2407,2,93,51,92,20
2408,2,93,50,94,21
2409,2,93,49,95,22
2410,2,93,37,97,23
2411,2,93,30,99,24
2412,2,93,36,99,25
2413,2,93,9,100,26
2414,2,93,29,100,27
2415,2,93,38,100,28
2416,2,93,43,100,29
2417,2,93,26,101,30
2418,2,93,28,101,31
2419,2,93,13,106,32
2420,2,93,22,109,33
2421,2,93,20,111,34
2422,2,93,15,116,35
2423,2,93,24,123,36
2424,2,93,66,158,37
2425,2,93,64,165,38
2426,2,93,68,210,39
2427,2,93,71,268,40
2428,2,96,96,0,0
2429,2,96,97,5,1
2430,2,96,98,7,2
2431,2,96,101,39,3
2432,2,96,74,44,4
2433,2,96,76,48,5
2434,2,96,93,51,6
2435,2,96,91,52,7
2436,2,96,92,52,8
2437,2,96,88,53,9
2438,2,96,89,54,10
2439,2,96,107,58,11
2440,2,96,73,60,12
2441,2,96,102,68,13
2442,2,96,81,71,14
2443,2,96,116,80,15
2444,2,96,83,85,16
2445,2,96,121,87,17
2446,2,96,123,91,18
2447,2,96,113,93,19
2448,2,96,50,102,20
2449,2,96,49,103,21
2450,2,96,51,105,22
2451,2,96,26,106,23
2452,2,96,29,106,24
2453,2,96,28,107,25
2454,2,96,30,107,26
2455,2,96,43,107,27
2456,2,96,38,108,28
2457,2,96,37,109,29
2458,2,96,36,111,30
2459,2,96,9,113,31
2460,2,96,13,117,32
2461,2,96,22,117,33
2462,2,96,20,124,34
2463,2,96,15,126,35
2464,2,96,24,136,36
2465,2,96,66,168,37
2466,2,96,64,215,38
2467,2,96,68,219,39
2468,2,96,71,278,40
2469,2,97,97,0,0
2470,2,97,96,5,1
2471,2,97,98,6,2
2472,2,97,101,43,3
2473,2,97,74,48,4
2474,2,97,76,52,5
2475,2,97,93,55,6
2476,2,97,91,56,7
2477,2,97,92,56,8
2478,2,97,88,57,9
2479,2,97,89,59,10
2480,2,97,107,62,11
2481,2,97,73,64,12
2482,2,97,102,72,13
2483,2,97,81,75,14
2484,2,97,116,84,15
2485,2,97,83,89,16
2486,2,97,121,91,17
2487,2,97,123,95,18
2488,2,97,113,98,19
2489,2,97,50,99,20
2490,2,97,49,100,21
2491,2,97,51,102,22
2492,2,97,26,103,23
2493,2,97,29,103,24
2494,2,97,28,104,25
2495,2,97,30,104,26
2496,2,97,43,104,27
2497,2,97,38,105,28
2498,2,97,37,107,29
2499,2,97,36,109,30
2500,2,97,9,110,31
2501,2,97,22,114,32
2502,2,97,13,116,33
2503,2,97,20,121,34
2504,2,97,15,130,35
2505,2,97,24,132,36
2506,2,97,66,172,37
2507,2,97,64,219,38
2508,2,97,68,224,39
2509,2,97,71,282,40
2510,2,98,98,0,0
2511,2,98,97,6,1
2512,2,98,96,7,2
2513,2,98,101,43,3
2514,2,98,74,44,4
2515,2,98,76,48,5
2516,2,98,93,51,6
2517,2,98,91,52,7
2518,2,98,92,52,8
2519,2,98,88,53,9
2520,2,98,89,54,10
2521,2,98,73,61,11
2522,2,98,107,62,12
2523,2,98,81,71,13
2524,2,98,102,72,14
2525,2,98,116,83,15
2526,2,98,83,85,16
2527,2,98,121,91,17
2528,2,98,123,94,18
2529,2,98,113,97,19
2530,2,98,50,103,20
2531,2,98,49,104,21
2532,2,98,51,104,22
2533,2,98,26,107,23
2534,2,98,28,108,24
2535,2,98,43,108,25
2536,2,98,37,109,26
2537,2,98,30,111,27
2538,2,98,36,111,28
2539,2,98,38,111,29
2540,2,98,9,112,30
2541,2,98,29,112,31
2542,2,98,13,117,32
2543,2,98,22,118,33
2544,2,98,20,123,34
2545,2,98,15,126,35
2546,2,98,24,135,36
2547,2,98,66,168,37
2548,2,98,64,215,38
2549,2,98,68,219,39
2550,2,98,71,278,40
2551,2,101,101,0,0
2552,2,101,93,18,1
2553,2,101,91,19,2
2554,2,101,92,19,3
2555,2,101,74,20,4
2556,2,101,88,20,5
2557,2,101,73,22,6
2558,2,101,89,22,7
2559,2,101,76,24,8
2560,2,101,107,27,9
2561,2,101,81,38,10
2562,2,101,96,39,11
2563,2,101,97,43,12
2564,2,101,98,43,13
2565,2,101,102,44,14
2566,2,101,83,53,15
2567,2,101,116,60,16
2568,2,101,121,67,17
2569,2,101,123,74,18
2570,2,101,113,76,19
2571,2,101,51,108,20
2572,2,101,50,110,21
2573,2,101,49,111,22
2574,2,101,37,113,23
2575,2,101,30,115,24
2576,2,101,36,115,25
2577,2,101,38,115,26
2578,2,101,9,116,27
2579,2,101,29,116,28
2580,2,101,43,116,29
2581,2,101,26,117,30
2582,2,101,28,117,31
2583,2,101,13,122,32
2584,2,101,22,125,33
2585,2,101,20,127,34
2586,2,101,15,132,35
2587,2,101,24,138,36
2588,2,101,66,174,37
2589,2,101,64,182,38
2590,2,101,68,225,39
2591,2,101,71,284,40
2592,2,102,102,0,0
2593,2,102,107,17,1
2594,2,102,116,26,2
2595,2,102,121,33,3
2596,2,102,123,34,4
2597,2,102,113,37,5
2598,2,102,101,44,6
2599,2,102,73,46,7
2600,2,102,93,48,8
2601,2,102,91,49,9
2602,2,102,74,50,10
2603,2,102,89,50,11
2604,2,102,88,52,12
2605,2,102,92,52,13
2606,2,102,76,54,14
2607,2,102,83,58,15
2608,2,102,81,68,16
2609,2,102,96,68,17
2610,2,102,97,72,18
2611,2,102,98,72,19
2612,2,102,51,138,20
2613,2,102,50,140,21
2614,2,102,49,141,22
2615,2,102,37,143,23
2616,2,102,30,145,24
2617,2,102,36,145,25
2618,2,102,38,145,26
2619,2,102,9,146,27
2620,2,102,29,146,28
2621,2,102,43,146,29
2622,2,102,26,147,30
2623,2,102,28,147,31
2624,2,102,13,152,32
2625,2,102,22,155,33
2626,2,102,20,157,34
2627,2,102,15,162,35
2628,2,102,24,168,36
2629,2,102,66,204,37
2630,2,102,64,212,38
2631,2,102,68,255,39
2632,2,102,71,314,40
2633,2,107,107,0,0
2634,2,107,102,17,1
2635,2,107,101,27,2
2636,2,107,73,30,3
2637,2,107,89,34,4
2638,2,107,91,35,5
2639,2,107,92,35,6
2640,2,107,88,36,7
2641,2,107,93,37,8
2642,2,107,74,39,9
2643,2,107,116,39,10
2644,2,107,76,44,11
2645,2,107,121,46,12
2646,2,107,123,48,13
2647,2,107,83,49,14
2648,2,107,113,50,15
2649,2,107,81,56,16
2650,2,107,96,58,17
2651,2,107,97,62,18
2652,2,107,98,62,19
2653,2,107,51,128,20
2654,2,107,50,130,21
2655,2,107,49,131,22
2656,2,107,37,133,23
2657,2,107,30,134,24
2658,2,107,36,134,25
2659,2,107,29,135,26
2660,2,107,38,135,27
2661,2,107,9,136,28
2662,2,107,26,136,29
2663,2,107,43,136,30
2664,2,107,28,137,31
2665,2,107,13,141,32
2666,2,107,22,145,33
2667,2,107,20,146,34
2668,2,107,15,152,35
2669,2,107,24,158,36
2670,2,107,66,193,37
2671,2,107,64,200,38
2672,2,107,68,245,39
2673,2,107,71,303,40
2674,2,113,113,0,0
2675,2,113,121,7,1
2676,2,113,123,10,2
2677,2,113,116,18,3
2678,2,113,102,37,4
2679,2,113,107,50,5
2680,2,113,101,76,6
2681,2,113,73,80,7
2682,2,113,93,80,8
2683,2,113,74,82,9
2684,2,113,91,82,10
2685,2,113,92,82,11
2686,2,113,88,83,12
2687,2,113,89,84,13
2688,2,113,76,87,14
2689,2,113,83,92,15
2690,2,113,96,93,16
2691,2,113,98,97,17
2692,2,113,97,98,18
2693,2,113,81,100,19
2694,2,113,51,170,20
2695,2,113,50,173,21
2696,2,113,49,174,22
2697,2,113,37,176,23
2698,2,113,30,177,24
2699,2,113,36,177,25
2700,2,113,29,178,26
2701,2,113,38,178,27
2702,2,113,9,179,28
2703,2,113,26,179,29
2704,2,113,43,179,30
2705,2,113,28,180,31
2706,2,113,13,184,32
2707,2,113,22,188,33
2708,2,113,20,189,34
2709,2,113,15,195,35
2710,2,113,24,201,36
2711,2,113,66,236,37
2712,2,113,64,245,38
2713,2,113,68,288,39
2714,2,113,71,346,40
2715,2,116,116,0,0
2716,2,116,121,10,1
2717,2,116,123,15,2
2718,2,116,113,18,3
2719,2,116,102,26,4
2720,2,116,107,39,5
2721,2,116,101,60,6
2722,2,116,73,69,7
2723,2,116,93,72,8
2724,2,116,91,73,9
2725,2,116,92,73,10
2726,2,116,74,74,11
2727,2,116,88,74,12
2728,2,116,89,75,13
2729,2,116,76,78,14
2730,2,116,96,80,15
2731,2,116,83,81,16
2732,2,116,98,83,17
2733,2,116,97,84,18
2734,2,116,81,92,19
2735,2,116,51,162,20
2736,2,116,50,164,21
2737,2,116,49,165,22
2738,2,116,37,167,23
2739,2,116,30,168,24
2740,2,116,29,169,25
2741,2,116,36,169,26
2742,2,116,38,169,27
2743,2,116,9,170,28
2744,2,116,26,170,29
2745,2,116,43,170,30
2746,2,116,28,171,31
2747,2,116,13,175,32
2748,2,116,22,179,33
2749,2,116,20,180,34
2750,2,116,15,186,35
2751,2,116,24,192,36
2752,2,116,66,228,37
2753,2,116,64,236,38
2754,2,116,68,279,39
2755,2,116,71,338,40
2756,2,121,121,0,0
2757,2,121,113,7,1
2758,2,121,123,8,2
2759,2,121,116,10,3
2760,2,121,102,33,4
2761,2,121,107,46,5
2762,2,121,101,67,6
2763,2,121,73,76,7
2764,2,121,93,79,8
2765,2,121,91,80,9
2766,2,121,92,80,10
2767,2,121,74,81,11
2768,2,121,88,81,12
2769,2,121,89,83,13
2770,2,121,76,85,14
2771,2,121,96,87,15
2772,2,121,83,88,16
2773,2,121,97,91,17
2774,2,121,98,91,18
2775,2,121,81,99,19
2776,2,121,51,169,20
2777,2,121,50,171,21
2778,2,121,49,172,22
2779,2,121,37,174,23
2780,2,121,30,176,24
2781,2,121,36,176,25
2782,2,121,38,176,26
2783,2,121,9,177,27
2784,2,121,29,177,28
2785,2,121,43,177,29
2786,2,121,26,178,30
2787,2,121,28,178,31
2788,2,121,13,183,32
2789,2,121,22,186,33
2790,2,121,20,188,34
2791,2,121,15,193,35
2792,2,121,24,199,36
2793,2,121,66,235,37
2794,2,121,64,243,38
2795,2,121,68,286,39
2796,2,121,71,345,40
2797,2,123,123,0,0
2798,2,123,121,8,1
2799,2,123,113,10,2
2800,2,123,116,15,3
2801,2,123,102,34,4
2802,2,123,107,48,5
2803,2,123,101,74,6
2804,2,123,73,77,7
2805,2,123,93,77,8
2806,2,123,74,79,9
2807,2,123,91,79,10
2808,2,123,92,79,11
2809,2,123,88,80,12
2810,2,123,89,81,13
2811,2,123,76,84,14
2812,2,123,83,89,15
2813,2,123,96,91,16
2814,2,123,98,94,17
2815,2,123,97,95,18
2816,2,123,81,97,19
2817,2,123,51,168,20
2818,2,123,50,170,21
2819,2,123,49,171,22
2820,2,123,37,173,23
2821,2,123,30,174,24
2822,2,123,36,174,25
2823,2,123,29,175,26
2824,2,123,38,175,27
2825,2,123,9,176,28
2826,2,123,26,176,29
2827,2,123,43,176,30
2828,2,123,28,177,31
2829,2,123,13,181,32
2830,2,123,22,185,33
2831,2,123,20,186,34
2832,2,123,15,192,35
2833,2,123,24,198,36
2834,2,123,66,233,37
2835,2,123,64,242,38
2836,2,123,68,285,39
2837,2,123,71,343,40
2838,3,1,1,0,0
2839,3,1,2,19,1
2840,3,1,85,34,2
2841,3,1,84,38,3
2842,3,1,88,46,4
2843,3,1,90,46,5
2844,3,1,92,46,6
2845,3,1,74,52,7
2846,3,1,73,55,8
2847,3,1,80,59,9
2848,3,1,63,61,10
2849,3,1,95,66,11
2850,3,1,7,69,12
2851,3,1,106,80,13
2852,3,1,107,80,14
2853,3,1,10,83,15
2854,3,1,8,84,16
2855,3,1,105,88,17
2856,3,1,58,93,18
2857,3,1,35,98,19
2858,3,1,56,99,20
2859,3,1,57,101,21
2860,3,1,27,103,22
2861,3,1,29,103,23
2862,3,1,28,104,24
2863,3,1,26,105,25
2864,3,1,42,105,26
2865,3,1,16,106,27
2866,3,1,12,109,28
2867,3,1,54,109,29
2868,3,1,18,110,30
2869,3,1,39,110,31
2870,3,1,116,116,32
2871,3,1,122,121,33
2872,3,1,123,122,34
2873,3,1,45,123,35
2874,3,1,120,123,36
2875,3,1,55,131,37
2876,3,1,44,134,38
2877,3,2,2,0,0
2878,3,2,85,15,1
2879,3,2,1,19,2
2880,3,2,84,19,3
2881,3,2,88,28,4
2882,3,2,90,28,5
2883,3,2,92,28,6
2884,3,2,74,34,7
2885,3,2,73,36,8
2886,3,2,80,40,9
2887,3,2,95,48,10
2888,3,2,7,55,11
2889,3,2,106,61,12
2890,3,2,107,61,13
2891,3,2,10,69,14
2892,3,2,8,70,15
2893,3,2,105,70,16
2894,3,2,58,79,17
2895,3,2,63,79,18
2896,3,2,35,84,19
2897,3,2,56,85,20
2898,3,2,57,87,21
2899,3,2,27,89,22
2900,3,2,28,89,23
2901,3,2,29,89,24
2902,3,2,26,90,25
2903,3,2,54,90,26
2904,3,2,42,91,27
2905,3,2,16,92,28
2906,3,2,12,95,29
2907,3,2,18,96,30
2908,3,2,39,96,31
2909,3,2,116,97,32
2910,3,2,122,103,33
2911,3,2,123,103,34
2912,3,2,120,104,35
2913,3,2,45,109,36
2914,3,2,55,116,37
2915,3,2,44,120,38
2916,3,7,7,0,0
2917,3,7,10,19,1
2918,3,7,8,25,2
2919,3,7,58,39,3
2920,3,7,16,41,4
2921,3,7,56,44,5
2922,3,7,18,45,6
2923,3,7,35,45,7
2924,3,7,57,46,8
2925,3,7,95,49,9
2926,3,7,27,50,10
2927,3,7,29,50,11
2928,3,7,28,51,12
2929,3,7,26,52,13
2930,3,7,42,52,14
2931,3,7,2,55,15
2932,3,7,12,56,16
2933,3,7,39,57,17
2934,3,7,90,64,18
2935,3,7,63,66,19
2936,3,7,54,68,20
2937,3,7,88,68,21
2938,3,7,92,68,22
2939,3,7,1,69,23
2940,3,7,45,70,24
2941,3,7,84,71,25
2942,3,7,85,71,26
2943,3,7,74,73,27
2944,3,7,55,76,28
2945,3,7,73,77,29
2946,3,7,44,81,30
2947,3,7,80,81,31
2948,3,7,106,100,32
2949,3,7,107,102,33
2950,3,7,105,108,34
2951,3,7,116,136,35
2952,3,7,122,141,36
2953,3,7,123,142,37
2954,3,7,120,143,38
2955,3,8,8,0,0
2956,3,8,10,6,1
2957,3,8,35,18,2
2958,3,8,27,24,3
2959,3,8,28,24,4
2960,3,8,29,24,5
2961,3,8,7,25,6
2962,3,8,26,25,7
2963,3,8,42,25,8
2964,3,8,12,27,9
2965,3,8,39,31,10
2966,3,8,16,40,11
2967,3,8,45,41,12
2968,3,8,58,41,13
2969,3,8,18,44,14
2970,3,8,44,52,15
2971,3,8,56,54,16
2972,3,8,57,56,17
2973,3,8,95,64,18
2974,3,8,2,70,19
2975,3,8,54,78,20
2976,3,8,90,78,21
2977,3,8,63,79,22
2978,3,8,88,83,23
2979,3,8,92,83,24
2980,3,8,1,84,25
2981,3,8,55,86,26
2982,3,8,84,86,27
2983,3,8,85,86,28
2984,3,8,74,87,29
2985,3,8,73,92,30
2986,3,8,80,96,31
2987,3,8,106,115,32
2988,3,8,107,117,33
2989,3,8,105,123,34
2990,3,8,116,151,35
2991,3,8,122,156,36
2992,3,8,123,157,37
2993,3,8,120,158,38
2994,3,10,10,0,0
2995,3,10,8,6,1
2996,3,10,7,19,2
2997,3,10,35,24,3
2998,3,10,39,28,4
2999,3,10,12,30,5
3000,3,10,27,30,6
3001,3,10,28,30,7
3002,3,10,29,30,8
3003,3,10,16,31,9
3004,3,10,26,31,10
3005,3,10,42,31,11
3006,3,10,18,35,12
3007,3,10,58,38,13
3008,3,10,45,49,14
3009,3,10,56,52,15
3010,3,10,57,54,16
3011,3,10,44,61,17
3012,3,10,95,63,18
3013,3,10,2,69,19
3014,3,10,63,69,20
3015,3,10,54,76,21
3016,3,10,90,77,22
3017,3,10,92,81,23
3018,3,10,88,82,24
3019,3,10,1,83,25
3020,3,10,55,84,26
3021,3,10,84,84,27
3022,3,10,85,85,28
3023,3,10,74,86,29
3024,3,10,73,90,30
3025,3,10,80,94,31
3026,3,10,106,113,32
3027,3,10,107,115,33
3028,3,10,105,122,34
3029,3,10,116,150,35
3030,3,10,122,155,36
3031,3,10,123,155,37
3032,3,10,120,157,38
3033,3,12,12,0,0
3034,3,12,39,6,1
3035,3,12,28,11,2
3036,3,12,26,12,3
3037,3,12,27,12,4
3038,3,12,42,13,5
3039,3,12,29,14,6
3040,3,12,18,15,7
3041,3,12,16,21,8
3042,3,12,35,23,9
3043,3,12,8,27,10
3044,3,12,10,30,11
3045,3,12,45,33,12
3046,3,12,44,45,13
3047,3,12,7,56,14
3048,3,12,56,63,15
3049,3,12,58,64,16
3050,3,12,57,65,17
3051,3,12,55,82,18
3052,3,12,54,87,19
3053,3,12,63,88,20
3054,3,12,95,88,21
3055,3,12,2,95,22
3056,3,12,90,102,23
3057,3,12,92,106,24
3058,3,12,88,107,25
3059,3,12,1,109,26
3060,3,12,84,109,27
3061,3,12,85,109,28
3062,3,12,74,111,29
3063,3,12,73,115,30
3064,3,12,80,119,31
3065,3,12,106,138,32
3066,3,12,107,140,33
3067,3,12,105,147,34
3068,3,12,116,174,35
3069,3,12,122,180,36
3070,3,12,123,180,37
3071,3,12,120,181,38
3072,3,16,16,0,0
3073,3,16,18,9,1
3074,3,16,12,21,2
3075,3,16,39,28,3
3076,3,16,10,31,4
3077,3,16,28,33,5
3078,3,16,35,33,6
3079,3,16,26,34,7
3080,3,16,27,34,8
3081,3,16,42,35,9
3082,3,16,29,36,10
3083,3,16,8,40,11
3084,3,16,7,41,12
3085,3,16,45,58,13
3086,3,16,63,64,14
3087,3,16,44,69,15
3088,3,16,56,73,16
3089,3,16,58,74,17
3090,3,16,57,75,18
3091,3,16,95,86,19
3092,3,16,2,92,20
3093,3,16,54,98,21
3094,3,16,90,100,22
3095,3,16,88,104,23
3096,3,16,92,104,24
3097,3,16,55,105,25
3098,3,16,1,106,26
3099,3,16,84,107,27
3100,3,16,85,107,28
3101,3,16,74,109,29
3102,3,16,73,113,30
3103,3,16,80,117,31
3104,3,16,106,136,32
3105,3,16,107,138,33
3106,3,16,105,145,34
3107,3,16,116,172,35
3108,3,16,122,178,36
3109,3,16,123,178,37
3110,3,16,120,179,38
3111,3,18,18,0,0
3112,3,18,16,9,1
3113,3,18,12,15,2
3114,3,18,39,19,3
3115,3,18,26,24,4
3116,3,18,28,24,5
3117,3,18,27,25,6
3118,3,18,29,26,7
3119,3,18,42,26,8
3120,3,18,35,34,9
3121,3,18,10,35,10
3122,3,18,8,44,11
3123,3,18,7,45,12
3124,3,18,45,46,13
3125,3,18,44,57,14
3126,3,18,56,74,15
3127,3,18,58,75,16
3128,3,18,57,76,17
3129,3,18,63,78,18
3130,3,18,95,90,19
3131,3,18,55,95,20
3132,3,18,2,96,21
3133,3,18,54,98,22
3134,3,18,90,104,23
3135,3,18,92,108,24
3136,3,18,88,109,25
3137,3,18,1,110,26
3138,3,18,84,111,27
3139,3,18,85,111,28
3140,3,18,74,113,29
3141,3,18,73,117,30
3142,3,18,80,121,31
3143,3,18,106,140,32
3144,3,18,107,142,33
3145,3,18,105,149,34
3146,3,18,116,177,35
3147,3,18,122,182,36
3148,3,18,123,182,37
3149,3,18,120,183,38
3150,3,26,26,0,0
3151,3,26,27,1,1
3152,3,26,28,1,2
3153,3,26,42,2,3
3154,3,26,29,4,4
3155,3,26,39,7,5
3156,3,26,35,8,6
3157,3,26,12,12,7
3158,3,26,45,22,8
3159,3,26,18,24,9
3160,3,26,8,25,10
3161,3,26,10,31,11
3162,3,26,16,34,12
3163,3,26,44,34,13
3164,3,26,56,51,14
3165,3,26,7,52,15
3166,3,26,58,52,16
3167,3,26,57,53,17
3168,3,26,55,71,18
3169,3,26,54,76,19
3170,3,26,95,84,20
3171,3,26,2,90,21
3172,3,26,90,98,22
3173,3,26,63,100,23
3174,3,26,88,102,24
3175,3,26,92,102,25
3176,3,26,1,105,26
3177,3,26,84,105,27
3178,3,26,85,105,28
3179,3,26,74,107,29
3180,3,26,73,111,30
3181,3,26,80,115,31
3182,3,26,106,134,32
3183,3,26,107,136,33
3184,3,26,105,143,34
3185,3,26,116,170,35
3186,3,26,122,176,36
3187,3,26,123,176,37
3188,3,26,120,177,38
3189,3,27,27,0,0
3190,3,27,26,1,1
3191,3,27,28,2,2
3192,3,27,42,2,3
3193,3,27,29,3,4
3194,3,27,35,7,5
3195,3,27,39,7,6
3196,3,27,12,12,7
3197,3,27,45,21,8
3198,3,27,8,24,9
3199,3,27,18,25,10
3200,3,27,10,30,11
3201,3,27,44,33,12
3202,3,27,16,34,13
3203,3,27,7,50,14
3204,3,27,56,51,15
3205,3,27,58,51,16
3206,3,27,57,52,17
3207,3,27,55,71,18
3208,3,27,54,75,19
3209,3,27,95,83,20
3210,3,27,2,89,21
3211,3,27,90,97,22
3212,3,27,63,100,23
3213,3,27,92,101,24
3214,3,27,88,102,25
3215,3,27,1,103,26
3216,3,27,84,104,27
3217,3,27,85,105,28
3218,3,27,74,106,29
3219,3,27,73,110,30
3220,3,27,80,114,31
3221,3,27,106,133,32
3222,3,27,107,135,33
3223,3,27,105,142,34
3224,3,27,116,170,35
3225,3,27,122,175,36
3226,3,27,123,175,37
3227,3,27,120,177,38
3228,3,28,28,0,0
3229,3,28,26,1,1
3230,3,28,27,2,2
3231,3,28,42,2,3
3232,3,28,29,3,4
3233,3,28,35,6,5
3234,3,28,39,6,6
3235,3,28,12,11,7
3236,3,28,45,23,8
3237,3,28,8,24,9
3238,3,28,18,24,10
3239,3,28,10,30,11
3240,3,28,16,33,12
3241,3,28,44,34,13
3242,3,28,7,51,14
3243,3,28,56,52,15
3244,3,28,58,53,16
3245,3,28,57,54,17
3246,3,28,55,72,18
3247,3,28,54,76,19
3248,3,28,95,84,20
3249,3,28,2,89,21
3250,3,28,90,98,22
3251,3,28,63,99,23
3252,3,28,88,103,24
3253,3,28,92,103,25
3254,3,28,1,104,26
3255,3,28,84,106,27
3256,3,28,85,106,28
3257,3,28,74,107,29
3258,3,28,73,112,30
3259,3,28,80,116,31
3260,3,28,106,135,32
3261,3,28,107,137,33
3262,3,28,105,143,34
3263,3,28,116,171,35
3264,3,28,122,176,36
3265,3,28,123,177,37
3266,3,28,120,178,38
3267,3,29,29,0,0
3268,3,29,27,3,1
3269,3,29,28,3,2
3270,3,29,26,4,3
3271,3,29,42,4,4
3272,3,29,35,6,5
3273,3,29,39,9,6
3274,3,29,12,14,7
3275,3,29,45,22,8
3276,3,29,8,24,9
3277,3,29,18,26,10
3278,3,29,10,30,11
3279,3,29,44,33,12
3280,3,29,16,36,13
3281,3,29,7,50,14
3282,3,29,56,51,15
3283,3,29,58,52,16
3284,3,29,57,53,17
3285,3,29,55,71,18
3286,3,29,54,75,19
3287,3,29,95,83,20
3288,3,29,2,89,21
3289,3,29,63,94,22
3290,3,29,90,97,23
3291,3,29,88,101,24
3292,3,29,92,101,25
3293,3,29,1,103,26
3294,3,29,84,104,27
3295,3,29,85,104,28
3296,3,29,74,106,29
3297,3,29,73,110,30
3298,3,29,80,114,31
3299,3,29,106,133,32
3300,3,29,107,135,33
